20210112T054211_20210112T054208_T43QCG_NDVI,20210117T054149_20210117T054151_T43QCG_NDVI,20210122T054131_20210122T054132_T43QCG_NDVI,20210127T054109_20210127T055157_T43QCG_NDVI,system:index,Name
0.5412110887471273,0.49817145677100677,0.5045362449588447,0.4920719918276227,0,bhankhara Df 
